ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
3969279,Female,Yes,84,Yes,Lawyer,3,High,2,Cat_6
3638715,Male,Yes,39,Yes,Healthcare,11,Average,2,Cat_2
3561358,Female,No,39,Yes,Artist,0,Low,1,Cat_6
3607839,Male,Yes,50,Yes,Artist,1,Average,4,Cat_6
3648774,Male,Yes,40,Yes,Doctor,1,Low,5,Cat_6
3485038,Male,Yes,39,Yes,Artist,,Average,2,Cat_4
3654728,Male,Yes,38,Yes,Artist,4,Average,3,Cat_6
3519037,Male,Yes,71,No,Lawyer,1,High,2,Cat_6
3979184,Female,No,35,Yes,Artist,10,Low,1,Cat_6
3984538,Male,Yes,27,Yes,Healthcare,5,Low,5,Cat_6
3826827,Male,Yes,33,No,Healthcare,8,Average,3,Cat_6
4081340,Male,Yes,37,No,Artist,,Average,3,Cat_4
3339511,Male,Yes,74,Yes,Lawyer,1,High,2,Cat_6
3587379,Male,No,20,No,Marketing,0,Low,2,Cat_6
3971766,Female,Yes,30,No,Entertainment,1,High,4,Cat_5
3312144,Male,No,22,No,Doctor,0,Low,4,Cat_6
3457014,Female,No,43,Yes,Homemaker,9,Low,1,Cat_6
3951898,Male,No,36,Yes,Artist,11,Low,2,Cat_6
3738920,Male,No,29,Yes,Healthcare,4,Low,2,Cat_6
3738908,Female,No,43,Yes,Entertainment,0,Low,6,Cat_6
4151203,Male,No,38,Yes,Entertainment,7,Low,1,Cat_6
3697017,Female,Yes,40,Yes,Artist,5,High,5,
4208435,Female,Yes,68,Yes,Lawyer,9,High,4,Cat_6
3952579,Male,Yes,57,Yes,Artist,1,Average,,Cat_6
4057850,Female,No,35,Yes,Entertainment,9,Low,2,Cat_6
3947710,Female,No,23,No,Doctor,7,Low,4,Cat_2
3424122,Male,No,50,Yes,Artist,1,Low,1,Cat_6
3401876,Female,No,32,Yes,Doctor,0,Low,5,Cat_6
3836095,Male,Yes,59,Yes,Entertainment,9,Low,1,Cat_6
4131061,Female,No,30,Yes,Healthcare,3,Low,5,Cat_6
3435347,Female,No,35,Yes,Artist,0,Low,1,Cat_6
3764861,Male,No,48,Yes,Healthcare,1,Low,2,Cat_6
4172265,Male,No,29,No,Healthcare,9,Low,4,Cat_3
4197415,Female,Yes,40,Yes,Artist,1,Average,2,Cat_6
4072259,Male,Yes,38,Yes,Artist,1,Average,3,Cat_2
3332906,Male,Yes,36,No,Engineer,0,Low,1,Cat_6
3607477,Male,No,20,No,Healthcare,0,Low,4,Cat_6
3425243,Male,No,29,No,Healthcare,6,Low,3,Cat_6
4173999,Male,Yes,42,No,Executive,3,High,3,Cat_4
3791720,Female,Yes,35,Yes,Entertainment,1,Low,1,Cat_6
3683117,Female,Yes,37,No,Engineer,1,Average,6,Cat_4
3525000,Female,Yes,52,No,Artist,0,Average,4,Cat_6
4057676,Male,No,53,Yes,Artist,0,Low,2,Cat_4
3612349,Male,Yes,30,No,Artist,9,High,6,Cat_2
3832901,Female,Yes,65,Yes,Artist,1,Low,2,Cat_6
3697049,Female,No,23,No,Healthcare,1,Low,3,Cat_6
3875533,Female,No,32,No,Entertainment,0,Low,3,Cat_4
3623660,Female,No,36,Yes,Homemaker,9,Low,1,Cat_2
3573577,Male,No,27,No,Entertainment,1,Low,3,Cat_4
3943312,Male,Yes,36,Yes,Executive,0,Low,2,Cat_3
3958330,Male,No,37,Yes,Artist,12,Low,1,Cat_6
3738895,Male,No,29,No,Entertainment,0,Low,3,Cat_6
3864581,Male,No,29,Yes,Executive,0,Low,5,Cat_6
3548191,Male,No,27,Yes,Doctor,1,Low,6,Cat_4
3597562,Female,No,35,Yes,Engineer,2,Low,1,Cat_7
3594336,Male,No,40,Yes,Artist,1,Low,1,Cat_6
3369901,Male,No,37,Yes,Entertainment,6,Low,4,Cat_2
4063069,Male,No,19,No,Healthcare,0,Low,5,Cat_4
3346519,Male,No,29,Yes,Healthcare,0,Low,4,Cat_6
3618113,Female,Yes,53,Yes,Artist,0,Average,2,Cat_3
3479769,Male,No,25,Yes,Healthcare,0,Low,,Cat_3
3529130,Female,Yes,38,Yes,,1,Low,1,Cat_3
3784557,Male,Yes,48,Yes,Artist,,Low,6,Cat_6
3608919,Female,No,26,No,Engineer,4,Low,1,Cat_7
4054109,Female,No,30,Yes,Healthcare,0,Low,4,Cat_6
3812498,Male,No,30,No,Entertainment,1,Low,2,Cat_4
3575696,Male,Yes,69,No,Executive,1,High,3,Cat_6
4122947,Male,Yes,57,Yes,Artist,0,Low,1,Cat_3
3633571,Female,Yes,56,Yes,Artist,4,Average,2,Cat_6
4055403,Male,No,27,Yes,Healthcare,8,Low,4,Cat_6
3309354,Male,No,21,No,Healthcare,0,Low,6,Cat_4
3967091,Female,Yes,71,Yes,Artist,0,High,4,Cat_1
3983004,Female,No,39,Yes,Entertainment,8,Low,4,Cat_4
4004020,Female,Yes,87,Yes,Lawyer,1,High,2,Cat_6
3563448,Male,Yes,59,No,Entertainment,6,Average,3,Cat_3
3352019,Male,No,32,Yes,Marketing,8,Low,1,Cat_6
3326633,Male,Yes,40,No,Executive,7,Low,4,Cat_6
3597648,Female,Yes,58,Yes,Artist,0,High,3,
4129190,Male,No,19,No,Healthcare,,Low,5,Cat_4
3689007,Female,No,31,Yes,Marketing,0,Low,9,Cat_7
3845632,Male,No,31,No,Healthcare,,Low,4,Cat_6
3526068,Female,Yes,43,No,Engineer,,Average,2,Cat_4
3439645,Male,Yes,47,No,,1,Low,5,Cat_3
3847873,Male,No,35,No,Marketing,0,Low,4,Cat_4
3962187,Female,Yes,46,Yes,Artist,8,Average,2,Cat_6
3835109,Male,Yes,69,Yes,Artist,1,Low,2,Cat_6
3777843,Male,Yes,69,Yes,Doctor,0,High,3,Cat_6
3827999,Female,Yes,45,Yes,Entertainment,3,Average,5,Cat_3
3281222,Male,Yes,38,Yes,Artist,0,Low,4,Cat_6
3711727,Male,Yes,39,Yes,Executive,5,High,3,Cat_6
3698871,Male,Yes,65,Yes,Artist,4,Low,,Cat_6
3359726,Female,No,23,No,Healthcare,2,Low,5,Cat_6
3573709,Female,Yes,58,No,Engineer,0,Average,6,Cat_4
4229964,Male,Yes,84,Yes,Entertainment,0,High,2,Cat_6
3669211,Male,Yes,35,Yes,Artist,5,Average,2,Cat_6
3849033,Female,No,22,No,Healthcare,1,Low,2,Cat_6
3824932,Male,No,30,No,Executive,,Low,4,Cat_6
4047518,Male,No,23,No,Healthcare,0,Low,2,Cat_4
3531954,Female,No,41,Yes,Artist,3,Low,3,Cat_6
3917166,Male,Yes,50,Yes,Executive,4,High,3,Cat_6
3709000,Male,Yes,50,Yes,Executive,0,High,4,Cat_6
3323642,Female,No,28,Yes,Homemaker,8,Low,1,Cat_6
4123898,Female,Yes,37,Yes,Doctor,1,Average,2,Cat_6
3665640,Male,No,19,No,Healthcare,,Low,6,Cat_6
3562302,Female,No,30,Yes,Healthcare,,Low,5,Cat_2
3459018,Male,Yes,43,No,Executive,3,Low,,Cat_6
3656205,Male,Yes,73,No,Executive,1,High,2,Cat_4
3371151,Female,No,19,No,Healthcare,0,Low,,Cat_6
3744664,Male,Yes,50,Yes,Executive,1,High,3,Cat_6
3969656,Male,Yes,51,Yes,,1,Low,2,Cat_6
3775043,Female,Yes,32,Yes,Artist,4,High,2,Cat_6
4017359,Female,No,39,Yes,Doctor,2,Low,1,Cat_6
3752184,Male,No,43,Yes,Doctor,1,Low,4,Cat_6
3676005,Female,No,33,Yes,Artist,5,Low,2,Cat_4
3642166,Male,Yes,61,Yes,Artist,1,Average,3,Cat_3
4144741,Female,Yes,70,Yes,Doctor,0,Average,2,Cat_6
4039719,Male,Yes,66,Yes,Artist,1,Average,2,Cat_6
3718452,Female,Yes,72,Yes,Artist,0,Low,1,Cat_6
3926239,Male,Yes,71,Yes,Artist,0,High,2,Cat_6
4105250,Male,No,18,No,Healthcare,8,Low,9,Cat_6
3361574,Male,Yes,33,No,Artist,1,Average,2,Cat_4
4068324,Male,No,28,Yes,Artist,9,Low,1,Cat_6
4117110,Female,Yes,27,Yes,Marketing,11,Average,2,Cat_6
3419907,Female,Yes,38,No,Engineer,1,Low,5,Cat_1
4008952,Male,Yes,63,Yes,Artist,0,Average,7,Cat_6
3339266,Male,Yes,70,Yes,Lawyer,0,High,3,Cat_6
4194894,Female,No,26,Yes,Healthcare,10,Low,1,Cat_6
3649904,Male,Yes,36,No,Entertainment,1,Low,2,Cat_4
3943048,Female,Yes,47,Yes,Artist,0,Low,3,Cat_6
3526265,Male,No,28,No,Entertainment,9,Low,2,Cat_6
3573187,Female,No,26,Yes,Entertainment,1,Low,5,Cat_6
3738483,Male,Yes,65,No,Lawyer,,High,2,Cat_3
3759930,Male,No,20,No,Marketing,1,Low,3,Cat_4
3526282,Male,Yes,30,Yes,Artist,0,Average,2,Cat_6
3962945,Male,No,41,Yes,Entertainment,8,Low,2,Cat_6
4123527,Female,No,40,Yes,Doctor,1,Low,1,Cat_6
3284231,Female,Yes,47,No,Engineer,1,Average,4,Cat_4
4139055,Male,Yes,40,Yes,Entertainment,2,Average,5,Cat_6
3638755,Female,Yes,53,No,Engineer,0,Average,3,Cat_6
3888891,Female,No,28,Yes,Homemaker,,Low,2,Cat_4
3601776,Male,Yes,60,Yes,Artist,1,Low,2,Cat_6
4113578,Female,No,27,Yes,Artist,8,Low,1,Cat_6
3997268,Male,Yes,43,Yes,Artist,2,Low,2,Cat_6
3501532,Female,No,33,Yes,Homemaker,7,Low,3,Cat_2
3592197,Male,Yes,56,Yes,Entertainment,0,Average,2,Cat_6
4079290,Male,Yes,70,Yes,Executive,1,High,2,Cat_6
3586672,Male,Yes,70,No,Doctor,1,High,2,Cat_6
3934621,Male,Yes,73,No,Executive,,High,3,Cat_6
3367357,Female,Yes,38,Yes,Entertainment,,Average,2,Cat_2
3511466,Female,No,40,Yes,Engineer,6,Low,3,Cat_6
3946668,Male,Yes,88,No,Executive,,Low,,Cat_6
4032673,Female,No,29,Yes,Healthcare,1,Low,4,Cat_6
3551735,Male,Yes,27,Yes,Executive,,High,2,Cat_6
4167679,Female,Yes,40,Yes,Engineer,0,Average,2,Cat_6
3404972,Male,Yes,82,Yes,Lawyer,1,Low,1,Cat_6
4174826,Female,No,38,Yes,Artist,7,Low,1,Cat_6
4086676,Male,Yes,39,Yes,Doctor,0,Average,3,Cat_6
4176683,Male,Yes,39,Yes,Artist,0,Average,2,Cat_2
3316270,Male,No,47,Yes,Artist,0,Low,1,Cat_6
4049754,Male,Yes,75,Yes,Lawyer,0,High,2,Cat_6
3649425,Female,Yes,37,No,Marketing,0,Low,4,Cat_6
3396477,Male,Yes,84,No,Lawyer,1,High,2,Cat_6
3622787,Female,No,42,Yes,Entertainment,6,Low,2,Cat_6
4059233,Male,Yes,39,Yes,Doctor,0,Average,2,Cat_1
4161845,Male,Yes,42,Yes,Artist,0,Average,2,Cat_6
3859657,Female,Yes,40,Yes,Artist,1,Average,2,Cat_4
4205652,Female,No,52,Yes,Doctor,1,Low,1,Cat_4
4151141,Male,No,52,No,Artist,5,Low,1,Cat_6
3345634,Male,No,31,Yes,Entertainment,0,Low,4,Cat_6
4034200,Male,Yes,37,Yes,Marketing,1,Low,2,Cat_6
3577893,Male,No,27,Yes,Artist,3,Low,1,Cat_2
3692899,Female,No,35,Yes,Engineer,4,Low,4,Cat_2
3811026,Male,Yes,79,Yes,Artist,0,High,2,Cat_6
3888722,Female,No,28,Yes,Doctor,1,Low,4,Cat_6
4183135,Male,No,31,No,Healthcare,0,Low,4,Cat_6
3803974,Male,Yes,88,No,Executive,0,High,3,Cat_6
3387232,Female,No,51,Yes,Entertainment,4,Low,1,Cat_6
3345223,Male,Yes,38,Yes,Entertainment,,Low,2,Cat_6
3408323,Female,Yes,53,Yes,Artist,0,Average,2,Cat_3
3376851,Female,No,43,Yes,Artist,8,Low,2,Cat_6
3445973,Male,Yes,55,No,Executive,0,Low,2,Cat_6
3352261,Male,No,35,Yes,Artist,4,Low,2,Cat_6
3431458,Female,Yes,25,No,Engineer,1,Average,2,Cat_4
4154875,Male,Yes,58,Yes,Artist,6,Average,4,Cat_6
3812726,Female,No,32,Yes,Doctor,1,Low,6,Cat_6
3953852,Female,Yes,49,No,Artist,1,Average,4,Cat_3
3587914,Female,Yes,53,No,Entertainment,9,High,2,Cat_6
3326958,Female,Yes,31,No,Engineer,9,Low,4,Cat_6
3551019,Male,No,39,Yes,Artist,1,Low,2,Cat_6
3829447,Male,No,42,Yes,Entertainment,1,Low,1,Cat_6
3868536,Male,No,20,No,Healthcare,1,Low,5,Cat_2
3633818,Male,Yes,50,Yes,Entertainment,1,Low,2,Cat_6
3606416,Male,No,26,No,Doctor,0,Low,6,Cat_2
3328764,Male,Yes,46,Yes,Artist,1,Average,3,Cat_6
3984814,Male,No,30,Yes,Doctor,0,Low,2,Cat_3
4105963,Female,Yes,60,Yes,Doctor,6,Average,2,Cat_6
3996642,Male,Yes,84,No,Lawyer,0,Low,1,Cat_6
3909986,Female,No,37,Yes,Homemaker,,Low,1,Cat_6
3911793,Male,Yes,63,Yes,Artist,6,Low,1,Cat_6
3525542,Female,No,38,Yes,Healthcare,0,Low,2,Cat_6
3868118,Male,Yes,51,Yes,Entertainment,0,Average,4,Cat_6
3949825,Male,No,20,No,Healthcare,0,Low,4,Cat_3
3824952,Female,No,25,No,Healthcare,14,Low,3,Cat_6
3872698,Female,No,33,Yes,Doctor,0,Low,5,Cat_6
4171360,Female,No,31,No,Engineer,0,Low,1,Cat_6
4084836,Male,Yes,57,Yes,Healthcare,1,Low,3,Cat_6
3748329,Male,Yes,42,Yes,Artist,1,Low,4,Cat_4
3638424,Male,Yes,40,No,Entertainment,2,Average,5,Cat_2
4088910,Male,Yes,66,No,Lawyer,0,High,3,Cat_6
3993840,Male,No,21,No,Homemaker,0,Low,4,Cat_3
3678692,Male,Yes,73,No,Executive,1,High,2,Cat_6
3874504,Female,Yes,46,Yes,Artist,0,Low,2,Cat_6
3282647,Female,Yes,66,Yes,Artist,0,Average,2,Cat_6
3697903,Male,Yes,27,Yes,Doctor,0,Average,2,Cat_5
3996852,Female,Yes,35,Yes,Homemaker,,Low,,Cat_3
3354888,Female,Yes,53,No,Artist,1,High,4,Cat_6
3442260,Male,Yes,80,No,Lawyer,8,Low,1,Cat_6
3494070,Female,Yes,63,Yes,Artist,1,Average,3,Cat_6
3946505,Female,No,41,Yes,Doctor,9,Low,1,Cat_4
4193612,Male,Yes,43,Yes,Artist,1,Average,4,Cat_6
3561952,Male,Yes,47,Yes,,1,High,3,Cat_6
4167866,Female,No,18,No,Marketing,9,Low,5,Cat_3
3981759,Female,No,33,Yes,Entertainment,1,Low,4,Cat_6
3389950,Male,No,30,No,Engineer,9,Low,3,Cat_4
4127278,Male,Yes,85,Yes,Executive,1,High,2,Cat_6
3471263,Female,Yes,46,Yes,Artist,,High,,Cat_6
3865684,Male,Yes,48,Yes,Doctor,,Low,2,
3344354,Male,Yes,80,Yes,Lawyer,,High,2,Cat_6
3985970,Male,No,33,Yes,Artist,8,Low,,Cat_5
3303429,Female,Yes,36,Yes,Artist,4,High,7,Cat_6
4184637,Male,Yes,27,No,Entertainment,3,Average,2,Cat_6
3937322,Male,No,28,No,Healthcare,0,Low,5,Cat_4
3535557,Female,Yes,35,Yes,Doctor,0,Average,3,Cat_3
4115334,Male,No,26,Yes,Entertainment,1,Low,3,Cat_6
3988588,Female,Yes,39,Yes,Homemaker,,Average,3,Cat_3
3747285,Female,Yes,56,Yes,Artist,1,High,4,Cat_2
3797215,Female,No,26,Yes,Artist,13,Low,2,Cat_6
3577875,Male,Yes,31,Yes,Entertainment,4,Low,2,Cat_6
3939677,Male,No,21,No,Healthcare,0,Low,2,Cat_6
3459598,Male,Yes,39,No,Entertainment,1,Average,4,Cat_4
3533203,Female,No,51,Yes,Artist,0,Low,1,Cat_6
3307486,Male,Yes,45,No,Doctor,0,Low,4,Cat_4
3976425,Female,No,33,Yes,Homemaker,11,Low,,Cat_6
3381815,Male,Yes,62,,Lawyer,0,Low,1,Cat_6
4065023,Female,Yes,80,Yes,Lawyer,,High,2,Cat_6
3682458,Male,Yes,77,Yes,Executive,1,Low,1,Cat_6
4008375,Female,No,29,No,Healthcare,,Low,5,Cat_4
3878201,Female,Yes,33,No,Engineer,7,Average,5,Cat_4
3464360,Male,No,29,No,Artist,1,Low,3,Cat_2
4128811,Female,No,20,No,Healthcare,1,Low,,Cat_6
4133990,Male,Yes,43,Yes,Artist,1,Low,2,Cat_3
3452448,Female,No,18,No,Healthcare,1,Low,3,Cat_6
3944512,Male,Yes,53,Yes,Artist,3,Average,3,Cat_6
4008538,Male,Yes,28,Yes,Entertainment,3,Average,3,Cat_7
4128769,Female,No,43,Yes,Entertainment,1,Low,4,Cat_4
3901552,Male,No,31,Yes,Entertainment,1,Low,3,Cat_6
3892477,Female,No,28,Yes,Healthcare,,Low,2,Cat_3
3894695,Male,Yes,65,Yes,Artist,1,Low,2,Cat_6
4068037,Male,Yes,33,Yes,Artist,0,Average,2,Cat_6
3829138,Male,Yes,49,Yes,Artist,0,Average,6,Cat_6
4147942,Male,No,33,No,Healthcare,1,Low,4,Cat_6
3487071,Male,Yes,53,Yes,Artist,6,Average,2,Cat_6
4042942,Female,Yes,47,Yes,Artist,7,Average,4,Cat_6
3483581,Male,No,31,No,Entertainment,1,Low,7,Cat_4
3276764,Male,Yes,52,Yes,Executive,1,High,4,Cat_4
4052831,Male,,61,,Engineer,2,Average,2,Cat_3
4164351,Male,No,31,No,Healthcare,,Low,7,Cat_6
4193196,Female,No,30,Yes,Healthcare,1,Low,2,Cat_3
4116211,Male,Yes,63,Yes,Entertainment,,Average,2,Cat_6
3918369,Male,Yes,69,No,Executive,9,Average,2,Cat_6
4164464,Male,No,29,Yes,Engineer,0,Low,4,Cat_3
3471814,Female,Yes,56,No,Engineer,1,Average,5,Cat_6
3867337,Female,Yes,72,Yes,Artist,1,Average,3,Cat_6
3758505,Male,Yes,88,No,Lawyer,,Low,1,Cat_2
4075056,Male,No,30,No,Engineer,1,Low,4,Cat_6
3678924,Female,No,31,Yes,Healthcare,1,Low,4,Cat_2
4195171,Male,No,41,Yes,Artist,2,Low,3,Cat_6
3967687,Female,No,31,Yes,Healthcare,9,Low,7,Cat_5
3944548,Male,No,20,No,Healthcare,,Low,5,Cat_3
3826438,Female,Yes,26,No,Marketing,7,High,3,Cat_4
4132194,Male,Yes,48,No,Entertainment,,Average,5,Cat_6
3662622,Male,No,26,No,Healthcare,,Low,,Cat_5
4167591,Male,No,20,No,Healthcare,1,Low,4,Cat_6
3552634,Male,Yes,41,Yes,Artist,4,Low,4,Cat_6
4225350,Male,No,20,,Healthcare,4,Low,5,Cat_2
3292388,Male,Yes,63,Yes,Homemaker,1,Low,3,Cat_6
3815273,Male,Yes,88,Yes,Executive,1,Low,1,Cat_6
4216694,Female,No,39,Yes,Engineer,,Low,3,Cat_6
3421702,Male,Yes,55,No,Engineer,1,High,4,Cat_6
3814029,Male,No,32,Yes,Healthcare,,Low,,Cat_6
3352967,Male,No,32,Yes,Entertainment,1,Low,2,Cat_6
4166594,Female,Yes,38,Yes,Artist,0,Average,3,Cat_6
3886026,Female,Yes,62,Yes,Engineer,1,Low,1,Cat_3
3671024,Male,No,18,No,Healthcare,1,Low,5,Cat_4
3867118,Male,Yes,67,No,Executive,1,High,2,Cat_6
3462020,Female,Yes,42,Yes,Artist,9,Low,2,Cat_6
3299067,Female,No,45,Yes,Engineer,0,Low,1,Cat_6
3296144,Male,Yes,46,No,Doctor,0,Average,3,Cat_4
3321502,Male,No,20,No,Healthcare,2,Low,4,Cat_4
3428320,Female,Yes,41,Yes,Engineer,0,High,3,Cat_6
4115748,Female,Yes,35,No,Engineer,7,Average,4,Cat_4
3819367,Female,Yes,52,Yes,Artist,6,Low,2,Cat_6
4001280,Female,Yes,63,Yes,Artist,1,Average,4,Cat_6
3605794,Male,Yes,51,No,Executive,5,Low,3,Cat_2
3733538,Female,Yes,29,Yes,Entertainment,0,Average,2,Cat_6
3949942,Male,No,27,No,Doctor,0,Low,4,Cat_6
3803329,Female,No,37,Yes,Doctor,1,Low,1,Cat_4
3347618,Female,Yes,29,No,Homemaker,,Average,2,Cat_4
3279289,Female,No,50,Yes,Artist,0,Low,2,Cat_6
3512589,Male,Yes,74,Yes,Lawyer,1,Low,1,Cat_6
3686892,Female,Yes,72,Yes,Artist,3,Average,3,Cat_6
3379303,Female,Yes,83,Yes,Lawyer,1,High,2,Cat_6
3775258,Male,Yes,37,Yes,Engineer,1,Average,3,Cat_3
3485767,Female,No,19,No,Healthcare,0,Low,3,Cat_6
3733549,Female,No,30,No,Artist,1,Low,1,Cat_6
4228344,Female,No,46,Yes,Engineer,1,Low,2,Cat_1
4112958,Female,Yes,65,Yes,Doctor,1,Low,2,Cat_6
3842908,Female,Yes,88,Yes,Lawyer,1,Average,2,Cat_6
3476393,Male,Yes,43,Yes,Entertainment,0,Average,2,Cat_5
3857148,Male,Yes,50,Yes,Executive,9,High,3,Cat_2
4192767,Male,No,35,Yes,Artist,8,Low,2,Cat_6
3751746,Male,Yes,67,Yes,Lawyer,0,Low,1,Cat_3
3627870,Male,Yes,66,Yes,Executive,0,Low,1,Cat_6
4103725,Female,No,39,Yes,Artist,3,Low,2,Cat_6
3871535,Female,Yes,46,Yes,Homemaker,0,Average,,Cat_6
3292045,Female,No,32,No,Homemaker,8,Low,1,Cat_6
3416743,Female,No,40,Yes,Artist,6,Low,1,Cat_6
3368343,Male,Yes,88,Yes,Lawyer,0,High,3,Cat_6
3685758,Male,No,30,Yes,Healthcare,8,Low,5,Cat_6
3468362,Male,No,32,Yes,Entertainment,1,Low,1,Cat_6
3459690,Male,Yes,43,No,Marketing,1,Low,2,Cat_7
3399798,Female,Yes,55,No,Engineer,3,Average,2,Cat_6
3595731,Female,Yes,47,Yes,Artist,0,Average,3,Cat_6
3732091,Female,Yes,73,No,Engineer,1,Low,,
3673439,Male,No,39,Yes,Artist,,Low,1,Cat_6
3671681,Male,No,22,No,Healthcare,0,Low,4,Cat_6
4209973,Male,Yes,39,Yes,,0,Average,5,Cat_4
3514025,Female,No,31,No,Healthcare,0,Low,7,Cat_6
3935897,Male,No,27,Yes,Healthcare,,Low,3,Cat_2
3847216,Male,No,19,No,Healthcare,0,Low,4,Cat_6
3844595,Male,Yes,69,No,Doctor,0,Average,2,Cat_6
3299667,Male,Yes,37,No,Doctor,,Average,2,Cat_6
3475063,Male,Yes,45,Yes,Executive,0,High,2,Cat_6
3458433,Female,No,22,No,Doctor,1,Low,3,Cat_3
3397602,Female,No,26,Yes,Doctor,0,Low,3,Cat_6
3321109,Male,No,39,Yes,Artist,1,Low,3,Cat_7
3433296,Male,Yes,61,Yes,Entertainment,1,Low,2,Cat_5
3662536,Female,Yes,74,No,Lawyer,1,High,2,Cat_6
3552293,Male,No,29,Yes,Artist,4,Low,1,Cat_3
3509318,Male,No,29,Yes,Homemaker,5,Low,1,Cat_6
4185300,Male,No,36,No,Executive,0,Low,3,Cat_6
3952626,Female,No,63,Yes,Doctor,0,Low,2,Cat_6
4027372,Male,Yes,69,Yes,Artist,0,Average,5,Cat_3
3379710,Female,,35,Yes,Artist,12,Low,2,Cat_6
3634967,Male,Yes,81,Yes,Lawyer,1,Low,1,Cat_6
4005389,Female,Yes,71,No,Lawyer,1,High,2,Cat_6
4169162,Female,No,31,No,Healthcare,10,Low,2,Cat_3
4146541,Male,Yes,41,Yes,Entertainment,9,Average,4,
3926647,Male,Yes,35,No,Homemaker,1,Average,3,Cat_6
3432465,Female,No,52,Yes,Artist,6,Low,1,Cat_6
3389171,Male,No,19,No,Healthcare,,Low,4,Cat_3
4054606,Female,,39,Yes,Artist,0,Low,1,Cat_7
3869711,Male,Yes,45,No,Artist,0,Low,2,Cat_4
3278495,Female,No,19,No,Marketing,1,Low,4,Cat_6
4165660,Male,No,23,No,Healthcare,2,Low,5,Cat_6
3703032,Male,Yes,77,No,Lawyer,0,Low,2,Cat_6
3318462,Female,Yes,84,Yes,Lawyer,0,Low,1,Cat_6
4144037,Male,Yes,47,No,Entertainment,1,High,4,Cat_4
4152865,Male,No,29,Yes,Entertainment,6,Low,3,Cat_6
3622353,Female,No,35,Yes,Artist,8,Low,3,Cat_2
3295114,Male,Yes,40,Yes,Artist,14,Low,2,Cat_6
3511389,Male,No,35,No,Healthcare,1,Low,1,Cat_6
3753668,Male,No,20,No,Healthcare,0,Low,3,Cat_2
3755414,Male,No,43,Yes,Entertainment,0,Low,2,Cat_2
3607079,Male,Yes,56,No,Executive,0,Low,1,Cat_6
3449302,Female,Yes,53,Yes,Artist,3,Low,1,Cat_7
4181775,Male,Yes,22,No,Executive,1,High,3,Cat_6
4012468,Male,Yes,32,No,Healthcare,1,High,4,Cat_4
3464984,Male,Yes,51,No,Executive,2,High,5,Cat_6
3512928,Female,No,41,No,Marketing,1,Low,,Cat_3
3657774,Male,Yes,37,No,Doctor,2,Average,4,Cat_6
3583691,Male,Yes,55,Yes,Artist,4,Average,4,Cat_6
3649059,Male,No,42,Yes,Entertainment,3,Low,2,Cat_6
3567208,Male,No,20,No,Healthcare,1,Low,5,Cat_4
3335551,Female,No,42,Yes,Artist,12,Low,2,Cat_4
3626528,Female,Yes,38,No,Engineer,1,High,5,Cat_6
3942560,Female,No,52,Yes,Engineer,3,Low,1,Cat_6
3673220,Female,Yes,48,Yes,Marketing,9,Low,1,Cat_6
4185708,Male,Yes,37,Yes,Entertainment,5,Average,2,Cat_6
4212245,Male,No,27,No,Doctor,1,Low,3,Cat_6
4062242,Male,Yes,48,No,Artist,3,Average,4,Cat_6
3476994,Female,No,25,Yes,Marketing,5,Low,2,Cat_4
4137468,Female,No,56,Yes,Doctor,3,Low,1,Cat_6
3896082,Female,Yes,68,No,Lawyer,1,Low,1,Cat_6
4153689,Male,No,21,No,Healthcare,0,Low,4,Cat_6
3792503,Female,,72,No,Lawyer,8,Average,2,Cat_6
3961106,Male,No,43,Yes,Artist,1,Low,2,Cat_2
3794372,Male,Yes,52,Yes,Lawyer,8,High,2,Cat_6
3363738,Male,Yes,50,No,Executive,0,Average,5,Cat_6
3802600,Male,No,41,Yes,Entertainment,0,Low,1,Cat_4
3454473,Male,Yes,40,Yes,Entertainment,8,Average,2,Cat_6
3809990,Male,No,32,Yes,Healthcare,8,Low,2,Cat_4
4111045,Male,Yes,57,Yes,Homemaker,5,High,2,Cat_6
4135306,Female,No,25,Yes,Artist,13,Low,2,Cat_6
4176906,Male,Yes,74,No,Lawyer,0,High,2,Cat_6
3314807,Male,No,38,Yes,Entertainment,,Low,4,Cat_6
3765375,Female,Yes,46,Yes,Artist,0,Average,2,Cat_6
3619839,Female,No,50,Yes,Artist,1,Low,1,Cat_6
3488679,Male,Yes,50,Yes,Artist,0,Average,2,Cat_3
4036565,Female,Yes,69,Yes,Lawyer,0,High,2,Cat_6
3465287,Male,No,29,Yes,Artist,0,Low,1,Cat_6
4136769,Male,Yes,84,Yes,Lawyer,,High,3,Cat_6
3705042,Male,Yes,73,No,Executive,1,Low,,Cat_6
3979486,Male,Yes,38,No,Executive,9,High,5,Cat_6
3643286,Female,Yes,82,No,Lawyer,0,Low,1,Cat_6
4208897,Male,Yes,71,No,Lawyer,0,High,,Cat_6
3789506,Female,Yes,50,No,Engineer,0,Low,3,Cat_7
3996259,Male,Yes,56,Yes,Artist,0,High,2,Cat_6
3355806,Male,No,19,No,Healthcare,4,Low,3,Cat_2
4016392,Male,Yes,29,No,Executive,12,Low,3,Cat_6
3799859,Male,No,26,Yes,Doctor,1,Low,3,Cat_6
4154051,Female,No,31,No,Doctor,1,Low,5,Cat_3
